"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00048758","1909-04","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","","","0.0",",6","","","","","","","","","","","0",",6","27",",6","0",",6","0",",6","0",",6","","","19090406","+,,6","","","","","","","","","19090416","+,,6","-8.9",",6,06,+","","","","","","","18.3",",6,16,+","","","","","389.9",",6","","","","","","","","","5.34",",6","13.81",",,,6","-3.14",",,,6","",""
"USC00048758","1909-09","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","","","0.0",",6","0",",6","0",",6","0",",6","","","","","0",",6","2",",6","0",",6","19",",6","0",",6","","","19090922",",,6","","","","","","","19090930","+,,6","19090915","+,,6","-0.6",",6,22,","","","","","0.0",",,6,30,+","25.6",",6,15,+","","","","","181.9",",6","","","","","0.0",",,,6","","","12.27",",6","20.21",",,,6","4.33",",,,6","",""
"USC00048758","1909-10","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","","","0.0",",6","4",",6","4",",6","1",",6","","","1",",6","0",",6","15",",6","0",",6","0",",6","0",",6","","","19091029",",,6","","","19091001",",,6","","","19091003",",,6","19091022","+,,6","-6.1",",6,29,","","","114",",,6,01,","35.3",",,6,03,","19.4",",6,22,+","","","","","346.6",",6","","","","","85.0",",,,6","114",",,,6","7.15",",6","14.44",",,,6","-0.14",",,,6","",""
"USC00048758","1909-11","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","","","0.0","3,6","","","","","","","","","3",",6","0","2,6","24","2,6","1","1,6","0","1,6","0","1,6","","","19091114",",2,6","","","19091109",",,6","","","","","19091104",",1,6","-13.3","2,6,14,","","","457",",,6,09,","","","15.6","1,6,04,","","","","","427.8","1,6","","","","","","","668",",,,6","2.34","3,6","8.23","1,,,6","-3.56","2,,,6","",""
"USC00048758","1909-12","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","","","0.0",",6","10","1,6","10","1,6","5","1,6","","","6",",6","1",",6","30",",6","9",",6","0",",6","0",",6","","","19091208",",,6","","","19091205",",,6","","","19091231",",1,6","19091212",",,6","-17.8",",6,08,","","","381",",,6,05,","50.8","1,,6,31,","8.9",",6,12,","","","","","674.4",",6","","","","","226.6","1,,,6","1068",",,,6","-3.42",",6","2.06",",,,6","-8.91",",,,6","",""
"USC00048758","1910-01","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","6","0.0","1,6","6","1,6","6","1,6","2","1,6","","","6",",6","3","1,6","29","1,6","10",",6","0",",6","0",",6","","","19100105","+,1,6","","","19100124",",,6","","","19100124",",1,6","19100123",",,6","-21.1","1,6,05,+","","","660",",,6,24,","38.1","1,,6,24,","11.1",",6,23,","","","","","654.0",",6","","","","","122.2","1,,,6","1893",",,,6","-3.38","1,6","2.95",",,,6","-9.71","1,,,6","",""
"USC00048758","1910-02","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","6","0.0",",6","7","1,6","7","1,6","0","1,6","","","7",",6","2",",6","27",",6","5",",6","0",",6","0",",6","","","19100202",",,6","","","19100207",",,6","","","19100207",",1,6","19100214",",,6","-21.1",",6,02,","","","305",",,6,07,","22.1","1,,6,07,","15.0",",6,14,","","","","","573.2",",6","","","","","100.1","1,,,6","1017",",,,6","-2.14",",6","4.20",",,,6","-8.48",",,,6","",""
"USC00048758","1910-03","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","6","0.0",",6","3","1,6","3","1,6","1","1,6","","","","","0",",6","28",",6","1",",6","0",",6","0",",6","","","19100325",",,6","","","","","","","19100319",",1,6","19100305","+,,6","-8.9",",6,25,","","","","","35.6","1,,6,19,","15.6",",6,05,+","","","","","478.9",",6","","","","","55.9","1,,,6","","","2.88",",6","8.88",",,,6","-3.12",",,,6","",""
"USC00048758","1910-04","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","6","0.0",",6","1",",6","1",",6","0",",6","","","0",",6","0",",6","24",",6","0",",6","1",",6","0",",6","","","19100429",",,6","","","19100411",",,6","","","19100430",",,6","19100426",",,6","-4.4",",6,29,","","","0",",T,6,11,","12.7",",,6,30,","21.7",",6,26,","","","","","366.6",",6","","","","","12.7",",,,6","0",",T,,6","6.11",",6","12.78",",,,6","-0.56",",,,6","",""
"USC00048758","1910-05","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","1.7","6","1.7","5,6","1",",6","0",",6","0",",6","","","0",",6","0","5,6","14","5,6","0",",6","6",",6","0",",6","","","19100505","+,5,6","","","19100503",",,6","","","19100503",",,6","19100530",",,6","-5.6","5,6,05,+","","","5",",,6,03,","0.5",",,6,03,","31.7",",6,30,","","","","","258.7",",6","","","","","0.5",",,,6","5",",,,6","8.94","5,6","17.65",",,,6","0.23","5,,,6","",""
"USC00048758","1910-06","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","1.7","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","10",",6","0",",6","16",",6","0",",6","","","19100621",",,6","","","19100630","+,,6","","","19100614",",,6","19100601",",,6","-3.3",",6,21,","","","0",",,6,30,+","0.0",",T,6,14,","26.1",",6,01,","","","","","213.3",",6","","","","","0.0",",T,,6","0",",,,6","11.22",",6","21.00",",,,6","1.44",",,,6","",""
"USC00048758","1910-07","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","5.3","6","3.6",",6","1",",6","1",",6","0",",6","","","0",",6","0",",6","1",",6","0",",6","27",",6","0",",6","","","19100704",",,6","","","19100731","+,,6","","","19100716",",,6","19100710",",,6","-3.3",",6,04,","","","0",",,6,31,+","8.9",",,6,16,","30.0",",6,10,","","","76.7","6","76.7",",6","","","","","8.9",",,,6","0",",,,6","15.98",",6","25.19",",,,6","6.76",",,,6","",""
"USC00048758","1910-08","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","5.3","6","0.0","1,6","0",",6","0",",6","0",",6","","","0",",6","0","1,6","0","1,6","0",",6","31",",6","0",",6","","","19100829",",1,6","","","19100831","+,,6","","","19100831","+,,6","19100821","+,,6","0.6","1,6,29,","","","0",",,6,31,+","0.0",",,6,31,+","30.0",",6,21,+","","","165.2","6","88.5",",6","","","","","0.0",",,,6","0",",,,6","15.40","1,6","26.60",",,,6","4.21","1,,,6","",""
"USC00048758","1910-09","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","5.3","6","0.0","1,6","2",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","0","1,6","13","1,6","0","1,6","","","19100920","+,,6","","","19100930","+,,6","","","19100915",",,6","19100908","+,1,6","1.1",",6,20,+","","","0",",,6,30,+","14.0",",,6,15,","26.7","1,6,08,+","","","344.0","6","178.8","1,6","","","","","20.4",",,,6","0",",,,6","12.16","1,6","21.06","1,,,6","3.26",",,,6","",""
"USC00048758","1910-10","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","5.3","6","0.0","2,6","1",",6","1",",6","0",",6","","","1",",6","0","1,6","18","1,6","0","1,6","2","1,6","0","1,6","","","19101002",",1,6","","","19101013",",,6","","","19101013",",,6","19101008",",1,6","-3.3","1,6,02,","","","51",",,6,13,","2.5",",,6,13,","21.7","1,6,08,","","","650.7","6","306.7","1,6","","","","","2.5",",,,6","51",",,,6","7.76","2,6","14.87","1,,,6","0.65","1,,,6","",""
"USC00048758","1910-11","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","5.3","6","0.0","1,6","5",",6","5",",6","1",",6","","","2",",6","0","1,6","24","1,6","1",",6","0",",6","0",",6","","","19101128",",1,6","","","19101125",",,6","","","19101112",",,6","19101109","+,,6","-10.0","1,6,28,","","","254",",,6,25,","25.4",",,6,12,","18.3",",6,09,+","","","1059.6","6","408.9",",6","","","","","77.5",",,,6","381",",,,6","4.12","1,6","9.92",",,,6","-1.68","1,,,6","",""
"USC00048758","1910-12","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","5.3","6","0.0",",6","4",",6","4",",6","1",",6","","","1",",6","0",",6","27",",6","2",",6","0",",6","0",",6","","","19101231","+,,6","","","19101203",",,6","","","19101203",",,6","19101209","+,,6","-9.4",",6,31,+","","","76",",,6,03,","63.5",",,6,03,","11.1",",6,09,+","","","1583.3","6","523.7",",6","","","","","99.1",",,,6","76",",,,6","1.44",",6","6.40",",,,6","-3.52",",,,6","",""
"USC00048758","1911-01","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","6","0.0",",6","","","","","","","","","16",",6","0",",6","31",",6","7",",6","0",",6","0",",6","","","19110116",",,6","","","19110112",",,6","","","","","19110108",",,6","-15.6",",6,16,","","","1041",",,6,12,","","","10.6",",6,08,","","","2198.0","6","614.7",",6","","","","","","","5816",",,,6","-1.50",",6","2.90",",,,6","-5.90",",,,6","",""
"USC00048758","1911-02","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","6","0.0",",6","","","","","","","26","2,6","","","7",",6","28",",6","11",",6","0",",6","0",",6","","","19110226",",,6","19110201",",2,6","","","","","","","19110210",",,6","-23.3",",6,26,","2134","2,,6,01,","","","","","6.7",",6,10,","","","2859.2","6","661.2",",6","","","","","","","","","-5.28",",6","0.87",",,,6","-11.44",",,,6","",""
"USC00048758","1911-03","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","6","0.0",",6","7","1,6","7","1,6","2","1,6","31",",6","7",",6","0",",6","31",",6","1",",6","0",",6","0",",6","","","19110313",",,6","19110312","+,,6","19110307",",,6","","","19110307",",1,6","19110330",",,6","-11.1",",6,13,","229",",,6,12,+","457",",,6,07,","54.6","1,,6,07,","13.9",",6,30,","","","3408.4","6","549.2",",6","","","","","152.3","1,,,6","1777",",,,6","0.62",",6","5.92",",,,6","-4.68",",,,6","",""
"USC00048758","1911-04","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","6","0.0",",6","4",",6","4",",6","1",",6","29","1,6","3",",6","0",",6","30",",6","1",",6","0",",6","0",",6","","","19110412",",,6","19110409","+,1,6","19110405",",,6","","","19110405",",,6","19110423",",,6","-15.0",",6,12,","152","1,,6,09,+","356",",,6,05,","50.8",",,6,05,","15.6",",6,23,","","","3910.7","6","502.3",",6","","","","","81.8",",,,6","610",",,,6","1.59",",6","7.62",",,,6","-4.45",",,,6","",""
"USC00048758","1911-05","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","6","0.0",",6","2","1,6","2","1,6","0","1,6","","","0","2,6","0",",6","27",",6","0",",6","0",",6","0",",6","","","19110506",",,6","","","19110518","+,2,6","","","19110505",",1,6","19110522",",,6","-8.3",",6,06,","","","0","2,T,6,18,+","3.8","1,,6,05,","18.9",",6,22,","","","4355.3","6","444.6",",6","","","","","6.3","1,,,6","0","2,T,,6","3.99",",6","10.64",",,,6","-2.65",",,,6","",""
"USC00048758","1911-06","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","6","0.0",",6","1",",6","1",",6","0",",6","","","0",",6","0",",6","7",",6","0",",6","10",",6","0",",6","","","19110624","+,,6","","","19110630","+,,6","","","19110605",",,6","19110618",",,6","-2.2",",6,24,+","","","0",",,6,30,+","16.0",",,6,05,","24.4",",6,18,","","","4580.9","6","225.6",",6","","","","","16.0",",,,6","0",",,,6","10.81",",6","19.09",",,,6","2.54",",,,6","",""
"USC00048758","1911-07","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","1.4","6","1.4",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","1",",6","0",",6","29",",6","0",",6","","","19110701",",,6","","","19110731","+,,6","","","19110731","+,,6","19110715",",,6","0.0",",6,01,","","","0",",,6,31,+","0.0",",,6,31,+","28.9",",6,15,","","","106.1","6","106.1",",6","","","","","0.0",",,,6","0",",,,6","14.95",",6","24.27",",,,6","5.64",",,,6","",""
"USC00048758","1911-08","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","1.4","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","0",",6","","","19110822","+,,6","","","19110831","+,,6","","","19110831","+,,6","19110831",",,6","0.6",",6,22,+","","","0",",,6,31,+","0.0",",,6,31,+","25.6",",6,31,","","","279.7","6","173.6",",6","","","","","0.0",",,,6","0",",,,6","12.73",",6","23.28",",,,6","2.19",",,,6","",""
"USC00048758","1911-09","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","1.4","6","0.0","1,6","0",",6","0",",6","0",",6","","","0",",6","0",",6","12",",6","0","1,6","4","1,6","0","1,6","","","19110920",",,6","","","19110925",",,6","","","19110925",",,6","19110901",",1,6","-4.4",",6,20,","","","0",",T,6,25,","0.0",",T,6,25,","24.4","1,6,01,","","","552.8","6","273.1","1,6","","","","","0.0",",T,,6","0",",T,,6","8.93","1,6","17.49","1,,,6","0.37",",,,6","",""
"USC00048758","1911-10","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","1.4","6","0.0","1,6","1",",6","0",",6","0",",6","","","0",",6","0","1,6","27","1,6","0",",6","0",",6","0",",6","","","19111010","+,1,6","","","19111008",",,6","","","19111008",",,6","19111007",",,6","-6.7","1,6,10,+","","","3",",,6,08,","0.3",",,6,08,","18.9",",6,07,","","","951.5","6","398.7",",6","","","","","0.3",",,,6","3",",,,6","5.00","1,6","12.65",",,,6","-2.65","1,,,6","",""
"USC00048758","1911-11","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","1.4","6","0.0","2,6","3","1,6","3","1,6","0","1,6","","","2",",6","0","2,6","25","2,6","0",",6","0",",6","0",",6","","","19111116","+,2,6","","","19111110",",,6","","","19111110",",1,6","19111105",",,6","-11.1","2,6,16,+","","","203",",,6,10,","20.1","1,,6,10,","13.3",",6,05,","","","1418.6","6","467.1",",6","","","","","45.5","1,,,6","305",",,,6","1.51","2,6","7.76",",,,6","-4.74","2,,,6","",""
"USC00048758","1911-12","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","1.4","6","0.0",",6","3",",6","3",",6","1",",6","","","3",",6","4",",6","31",",6","10",",6","0",",6","0",",6","","","19111230","+,,6","","","19111228",",,6","","","19111228",",,6","19111205",",,6","-18.9",",6,30,+","","","508",",,6,28,","25.4",",,6,28,","9.4",",6,05,","","","2090.8","6","672.2",",6","","","","","48.2",",,,6","939",",,,6","-3.35",",6","2.77",",,,6","-9.47",",,,6","",""
"USC00048758","1912-01","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","6","0.0","2,6","5","4,6","5","4,6","1","4,6","","","5",",6","1","1,6","30","1,6","2","1,6","0","1,6","0","1,6","","","19120103",",1,6","","","19120125",",,6","","","19120125",",4,6","19120115",",1,6","-18.9","1,6,03,","","","305",",,6,25,","25.4","4,,6,25,","10.0","1,6,15,","","","2655.9","6","565.1","1,6","","","","","63.2","4,,,6","839",",,,6","-1.09","2,6","4.30","1,,,6","-6.48","1,,,6","",""
"USC00048758","1912-02","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","29",",6","3",",6","0",",6","0",",6","","","19120224",",,6","","","19120229","+,,6","","","19120223","+,,6","19120214",",,6","-10.6",",6,24,","","","0",",,6,29,+","0.0",",T,6,23,+","9.4",",6,14,","","","3192.4","6","536.5",",6","","","","","0.0",",T,,6","0",",,,6","-0.17",",6","5.99",",,,6","-6.32",",,,6","",""
"USC00048758","1912-03","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","6","0.0",",6","","","","","","","","","13",",6","0",",6","31",",6","2",",6","0",",6","0",",6","","","19120307","+,,6","","","19120306",",,6","","","","","19120327","+,,6","-13.3",",6,07,+","","","305",",,6,06,","","","9.4",",6,27,+","","","3810.3","6","617.9",",6","","","","","","","1093",",,,6","-1.60",",6","4.21",",,,6","-7.40",",,,6","",""
"USC00048758","1912-04","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","6","0.0",",6","5",",6","3",",6","1",",6","","","5",",6","0",",6","27",",6","3",",6","0",",6","0",",6","","","19120412",",,6","","","19120429",",,6","","","19120429",",,6","19120403",",,6","-10.6",",6,12,","","","305",",,6,29,","35.6",",,6,29,","11.7",",6,03,","","","4352.0","6","541.7",",6","","","","","57.9",",,,6","559",",,,6","0.28",",6","5.58",",,,6","-5.03",",,,6","",""
"USC00048758","1912-05","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","6","0.0",",6","9","1,6","8","1,6","1","1,6","","","3",",6","0",",6","24",",6","0",",6","0",",6","0",",6","","","19120503",",,6","","","19120501",",,6","","","19120501",",1,6","19120517",",,6","-5.6",",6,03,","","","305",",,6,01,","34.3","1,,6,01,","20.0",",6,17,","","","4744.3","6","392.3",",6","","","","","85.8","1,,,6","509",",,,6","5.68",",6","12.19",",,,6","-0.84",",,,6","",""
"USC00048758","1912-06","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","6","0.0",",6","2",",6","2",",6","0",",6","","","0",",6","0",",6","14",",6","0",",6","8",",6","0",",6","","","19120621",",,6","","","19120630","+,,6","","","19120609",",,6","19120605","+,,6","-3.9",",6,21,","","","0",",,6,30,+","15.2",",,6,09,","25.6",",6,05,+","","","5008.7","6","264.4",",6","","","","","21.0",",,,6","0",",,,6","9.52",",6","18.06",",,,6","0.98",",,,6","",""
"USC00048758","1912-07","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.3","6","0.3","1,6","2",",6","2",",6","0",",6","","","0",",6","0",",6","3",",6","0","1,6","26","1,6","0","1,6","","","19120701",",,6","","","19120731","+,,6","","","19120731",",,6","19120716",",1,6","-3.3",",6,01,","","","0",",,6,31,+","20.3",",,6,31,","30.0","1,6,16,","","","136.2","6","136.2","1,6","","","","","33.0",",,,6","0",",,,6","13.76","1,6","23.85","1,,,6","3.67",",,,6","",""
"USC00048758","1912-08","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.3","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","4",",6","0",",6","27",",6","0",",6","","","19120830",",,6","","","19120831","+,,6","","","19120831","+,,6","19120825","+,,6","-2.2",",6,30,","","","0",",,6,31,+","0.0",",,6,31,+","27.2",",6,25,+","","","277.1","6","140.9",",6","","","","","0.0",",,,6","0",",,,6","13.79",",6","24.19",",,,6","3.38",",,,6","",""
"USC00048758","1912-09","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.3","6","0.0",",6","2",",6","2",",6","1",",6","","","0",",6","0",",6","10",",6","0",",6","8",",6","0",",6","","","19120905","+,,6","","","19120930","+,,6","","","19120907",",,6","19120918",",,6","-3.3",",6,05,+","","","0",",,6,30,+","41.9",",,6,07,","26.1",",6,18,","","","538.8","6","261.7",",6","","","","","50.8",",,,6","0",",,,6","9.61",",6","18.35",",,,6","0.87",",,,6","",""
"USC00048758","1912-10","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.3","6","0.0",",6","2",",6","2",",6","0",",6","","","1",",6","0",",6","23",",6","0",",6","0",",6","0",",6","","","19121028",",,6","","","19121023",",,6","","","19121023",",,6","19121003",",,6","-8.3",",6,28,","","","76",",,6,23,","12.7",",,6,23,","19.4",",6,03,","","","949.2","6","410.4",",6","","","","","16.5",",,,6","76",",,,6","5.10",",6","12.07",",,,6","-1.88",",,,6","",""
"USC00048758","1912-11","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.3","6","0.0","1,6","5",",6","5",",6","1",",6","","","2",",6","0","1,6","24","1,6","0",",6","0",",6","0",",6","","","19121119",",1,6","","","19121119",",,6","","","19121106",",,6","19121125",",,6","-9.4","1,6,19,","","","178",",,6,19,","25.4",",,6,06,","16.7",",6,25,","","","1396.9","6","447.7",",6","","","","","78.9",",,,6","280",",,,6","2.91","1,6","9.14",",,,6","-3.32","1,,,6","",""
"USC00048758","1912-12","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.3","6","0.0",",6","5",",6","5",",6","1",",6","","","5",",6","0",",6","31",",6","3",",6","0",",6","0",",6","","","19121225",",,6","","","19121215",",,6","","","19121215",",,6","19121213",",,6","-14.4",",6,25,","","","330",",,6,15,","25.4",",,6,15,","11.7",",6,13,","","","2008.9","6","612.0",",6","","","","","53.1",",,,6","610",",,,6","-1.41",",6","5.28",",,,6","-8.10",",,,6","",""
"USC00048758","1913-01","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","6","0.0",",6","8",",6","8",",6","3",",6","","","8",",6","4",",6","31",",6","11",",6","0",",6","0",",6","7","","19130105",",,6","","","19130115",",,6","","","19130115",",,6","19130103",",,6","-22.2",",6,05,","","","838",",,6,15,","50.0",",,6,15,","10.0",",6,03,","","","2715.1","6","706.2",",6","","","","","189.0",",,,6","2896",",,,6","-4.45",",6","0.96",",,,6","-9.86",",,,6","",""
"USC00048758","1913-02","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","6","0.0","1,6","3",",6","3",",6","0",",6","","","3","1,6","1","1,6","27","1,6","8",",6","0",",6","0",",6","","","19130220",",1,6","","","19130221",",1,6","","","19130221",",,6","19130215",",,6","-17.8","1,6,20,","","","127","1,,6,21,","8.4",",,6,21,","11.1",",6,15,","","","3285.8","6","570.7",",6","","","","","16.0",",,,6","331","1,,,6","-2.91","1,6","3.52",",,,6","-9.34","1,,,6","",""
"USC00048758","1913-03","39.1678","-120.1428","1898.9","TAHOE CITY, CA US","0.0","6","0.0",",6","7",",6","7",",6","0",",6","","","7",",6","0",",6","30",",6","7",",6","0",",6","0",",6","","","19130326","+,,6","","","19130322",",,6","","","19130322",",,6","19130331",",,6","-15.0",",6,26,+","","","330",",,6,22,","13.5",",,6,22,","15.6",",6,31,","","","3889.4","6","603.6",",6","","","","","47.7",",,,6","1015",",,,6","-1.14",",6","5.49",",,,6","-7.77",",,,6","",""
